Gene symbol	type1	type2	type3	type4	type5	type6	type7	type8
Gene1	1.77842708128524	3.45453454037951	1.73410413054063	1.73956446297658	2.04275367145736	1.65887568587349	1.81777654608309	1.67207764882867
Gene2	0.489859519418102	0.469553898475973	0.531698509102251	0.506536553732775	0.512127443314952	0.492925198119104	0.5085217749742	0.512588076743044
Gene3	0.881247823914897	0.888211036550331	2.25799336921195	0.846763898889084	0.444128022932003	1.597954299517	0.874281528407228	1.43031220863036
Gene4	0.507492963374007	0.472541147425162	1.84016257007611	0.482473186885293	2.02787863905053	0.501389940100345	0.338025036270819	0.494306664937232
Gene5	0.319579220623992	1.89759221489385	1.89371909282111	1.3159952274313	0.325573368115902	0.909129272517225	0.318972833600447	0.314039313012411
Gene6	3.38323207542964	3.36542371693749	3.41045216866181	3.12255981856916	3.4472592624498	3.35104982930595	3.32474160778757	3.21656216637085
Gene7	1.29075121568643	0.523207148905743	0.520174806222699	0.513268898095882	0.494965671669181	0.501099204623663	0.539876281345542	0.513461596334846
Gene8	0.51004016683635	0.515419857023984	0.376613967035088	0.499951191448839	0.527994482965733	0.522304408269977	1.91493731965631	0.500921309784373
Gene9	0.593355852832103	0.577507341649489	0.823163987384512	0.625529483841257	0.606626123971652	0.598476780404958	1.51019493110687	0.580343916910138
Gene10	1.55045893257114	0.74916698265429	1.55979176868821	0.777025218461625	0.773987758509151	1.23465993229476	2.44581115122276	0.728940162898859
Gene11	0.41427219175846	0.371766376937552	0.378826029862706	0.36542285968762	0.378334317942504	0.363575919409994	0.354222329375007	0.381721300077719
Gene12	0.369825942274616	1.01180898380388	0.382349450045008	0.369330251636213	0.367051210076253	0.35246029461476	1.08070229545922	0.373902258763522
Gene13	3.13049362995415	3.19500873657764	1.84425945336219	3.24305458535437	3.5227416071333	3.21500686297969	3.3237901488876	3.26441395486567
Gene14	3.55688575488956	3.76217950743831	3.64238295782889	3.75536339303481	2.11996910151554	2.0517979862409	3.78099792963647	2.98290653332428
Gene15	1.5364304638179	1.54939794622335	1.50324448678035	0.747189502914055	1.5015714464134	1.50261135159014	1.57177395715655	1.54529303114004
Gene16	2.17254069906729	0.973124036229516	1.70857380645636	0.960015206746108	0.983857092909771	0.921091993161761	0.989488249686665	2.86581435450418
Gene17	0.523061558042574	0.674024191852568	1.02278722769546	0.504243243472301	0.529899188820419	0.51938342806471	0.525930170754852	0.514372193536736
Gene18	0.384339555005438	0.383063646888946	0.389741560941125	0.385974829277424	0.393169777722687	0.372274164397571	0.378959283565106	2.52324743644776
Gene19	0.623933991426779	0.640673661200369	0.637003638310743	0.623010879183565	0.650029924639386	0.616699688575145	0.599465460346194	0.580290561343375
Gene20	1.45282997653461	1.75381899657842	2.14737394514943	2.15535260418969	2.25511778108927	2.52268389024894	2.29453808741015	2.13784313745698
Gene21	0.61645114120499	0.758950089044944	0.719458154583733	0.783732891712931	0.751723730802637	0.753094238788091	0.757838512594148	1.09900003167917
Gene22	0.429215350140831	0.238459307492626	0.428885849864657	0.430319783235083	0.434741478067225	0.426847879904777	0.447426991460659	1.94289514778605
Gene23	0.837112460144977	2.29381806817425	0.850281596272804	0.856656756845179	2.06492871207316	0.819512051173198	1.22560332059713	0.846581508553185
Gene24	0.333614592289847	0.835487420370387	0.346556614389404	1.97988054141703	0.352437575317404	0.343965071727125	0.333444654626843	4.02968701525401
Gene25	3.1532070167232	3.18910889693471	2.90846901298248	3.21791258597104	3.10055188590358	3.16951351857017	3.18474040880151	3.0444239312882
Gene26	0.222937954987167	0.2265270424584	0.235063614884819	0.179053111181584	0.382029723517609	0.715536961205359	0.231330329637801	0.41327856285664
Gene27	1.20668045674428	0.556953114917711	0.578233411530874	0.566712573803106	0.572456627511358	1.85355683378797	0.611621196559039	0.569520973154565
Gene28	0.763417445381497	0.823187602926018	0.791523690679854	0.856804209468639	0.819501219769426	0.876429258062838	0.804841455423757	0.809778000077565
Gene29	1.78409277573546	1.83015408374845	1.74712452190254	1.80451195764238	1.81752400295681	0.955398758045986	1.81745463740699	1.81367949763971
Gene30	0.431791330538148	0.453947617595117	0.47967741510087	0.449594604715248	0.456101953663432	0.452911062957269	2.05037206318033	0.466312382539151
Gene31	1.06307475987975	1.05477007529577	1.09008729241522	1.83720241854708	1.0613965355057	1.04258066777333	0.576814072439155	1.08191710215535
Gene32	2.82178724967101	0.405359742604777	2.15873068479747	0.406144591173134	0.410638663675991	0.399631408421252	0.423627579325812	0.429189273582381
