Gene symbol	type1	type2	type3	type4	type5	type6	type7	type8
Gene1	0.795336769356069	3.35103447185299	0.775514943190406	0.777956878091711	1.73687583689847	0.74187175996694	0.812934384989315	0.747775857287785
Gene2	0.219071836968851	0.209990887218462	0.237782801977585	0.226530033446992	0.229030355279081	0.220442850163373	0.227417851376232	0.229236356810665
Gene3	0.394106007859495	0.397220051218418	2.25329217324462	0.37868432776175	0.217675934467012	1.55668365764958	0.390990585798195	1.41949097853366
Gene4	0.226957752841418	0.211326825561682	1.82120299655525	0.215768568639295	2.02986423661934	0.224228397859784	0.199652237893208	0.221060660906172
Gene5	0.14292017230233	1.90057203515315	1.90270847379217	1.30612442887716	0.145600836554144	0.896874306337881	0.142648987781266	0.140442650300617
Gene6	1.51302738086367	1.50506324083245	1.52520057662788	1.39645120362601	1.54166120938071	1.49863504286344	1.48686964852699	2.58479464789801
Gene7	1.29850119165684	0.233985350253419	0.232629245379347	0.229540829375761	0.221355377676226	0.224098377001918	0.241440012905687	0.229627006648054
Gene8	0.228096896860283	0.23050276745177	0.245779180067499	0.223584969902323	0.236126311131247	0.233581632367894	1.91851315288425	0.224018820011218
Gene9	0.265356804355989	0.258269134686691	0.779141957482516	0.279745289559881	0.271291450025566	0.26764695278814	1.51418648682604	0.259537689707911
Gene10	1.53016841374745	0.33503765994268	1.56686312774446	0.347496241742364	0.346137848355831	1.17945657342399	2.45268233050357	0.325991951154324
Gene11	0.36859450300891	0.166258978116235	0.169416150883875	0.163422070958777	0.169196250628091	0.162596094156546	0.158413041526167	0.170710955086675
Gene12	0.165391189353791	1.01821389708489	0.170991872292059	0.165169509761135	0.164150291390811	0.157625035625641	1.0832639303231	0.16721417350719
Gene13	1.39999931194151	1.42885134473867	0.985082385395813	1.45033810151896	2.98758826971245	1.43779477875019	1.48644414317136	1.45989030195571
Gene14	1.59068766722674	1.68249782443775	1.62892317875843	1.67944956540802	1.09062277964352	1.07824610838289	1.69091367869062	2.05653127762444
Gene15	0.687112591959673	0.692911826390796	0.67227137184853	0.344354630804179	0.671523165450611	0.671988225183677	0.702918682693179	0.691076052557166
Gene16	2.13922672949959	0.435194299109633	1.63049861215702	0.429331852343562	0.439994267978315	0.411924862048094	0.442512597847334	2.86608096960289
Gene17	0.23392024004003	0.605279532229178	1.00738618866869	0.225504433919808	0.236978121484891	0.232275330307913	0.235203122645184	0.230034238096764
Gene18	0.171881874286836	0.171311270830532	0.174297724784246	0.172613191173639	0.175830869937282	0.16648606757198	0.169475743751239	2.50720430004053
Gene19	0.27903176366061	0.286517971567539	0.284876687435502	0.278618935315272	0.290702219780547	0.275796485071395	0.268089103899459	0.25951382837306
Gene20	0.959132274595404	1.25731212426137	0.960334822893208	0.963902987689867	1.00851933115682	2.10702345981709	1.02614862808229	0.956072516117045
Gene21	0.460622302571352	0.339412798126802	0.321751468123156	0.350496004414519	0.33618107247489	0.336793982278726	0.338915686025569	1.07360750173836
Gene22	0.191950939980254	0.128781094512066	0.191803582977028	0.192444857475324	0.19442229951941	0.19089217510375	0.20009543357485	1.93425788541237
