Gene symbol	type1	type2	type3	type4	type5	type6	type7	type8
Gene1	1.38221067405018	2.71468238936424	1.43368373098574	1.36479274378305	1.69835263717078	1.33461739680421	1.43451119713255	1.35559068409737
Gene2	0.386368459341195	0.367921728332683	0.429848213982334	0.401115024351705	0.428913126782361	0.406973793744568	0.401311504994837	0.414962214701435
Gene3	0.67503596151202	0.70562349274645	1.86310881805773	0.666701352737242	0.370001969237074	1.3106630687571	0.679957809388126	1.15926771897197
Gene4	0.390081598037528	0.378064066181152	1.47644086831499	0.382335020833253	1.71067229009392	0.414197808575161	0.26659930098002	0.391178231347933
Gene5	0.25259615586837	1.50728084210958	1.54325471266772	1.04771703974103	0.273498263395884	0.74107381933755	0.254798515917409	0.256154725949549
Gene6	2.6758222488027	2.72494422416705	2.72913032177712	2.52811962453832	2.83043236172588	2.73215917073366	2.62315640912216	2.65910866457313
Gene7	1.02089986484859	0.421476285879305	0.425872153095315	0.421109712042486	0.413112551988334	0.402109661673436	0.419470150737326	0.413208228694252
Gene8	0.399334040987528	0.412676176449761	0.303073035478201	0.386413237288936	0.443742650608959	0.437772225115748	1.51862178332384	0.402368402912315
Gene9	0.460672686282181	0.463969605909916	0.668655194514257	0.51356138963268	0.505178372686321	0.494423255872951	1.17447912740799	0.46504680166785
Gene10	1.21384667113263	0.594816687333435	1.27902605502048	0.621428655885305	0.640609438624356	1.00883448034855	1.92839956462552	0.581900344778402
Gene11	0.31914405573113	0.295757162299407	0.30873088647928	0.288787117603457	0.325639336405068	0.300099126505687	0.27754130297777	0.30930734320069
Gene12	0.284389814847292	0.809709711620671	0.317369952515367	0.300863616747093	0.307651494509528	0.288650342106551	0.852481245420737	0.305030077412075
Gene13	2.42510826689708	2.57372186335632	1.48934227448519	2.54007182930629	2.95225333276746	2.6292018050045	2.59662490876315	2.61994402524482
Gene14	2.77895894744371	3.01460646907582	2.92885788282684	3.01359762989141	1.70167031721716	1.68500959656228	2.96920849880223	2.34633554418061
Gene15	1.1975185081025	1.23135094103387	1.22743096514423	0.574023638303263	1.24400363136148	1.23186153442924	1.24644635319197	1.23318942739234
Gene16	1.69112974178089	0.749486212750299	1.38982355815969	0.789029966535533	0.818612205670118	0.76831520106248	0.815081835661641	2.3099476060944
Gene17	0.403649979762682	0.520137268930686	0.837928746756855	0.410096970473847	0.449761329746665	0.427756813617969	0.411534070564331	0.419451586161484
Gene18	0.296001794601606	0.307439271726954	0.31241219539526	0.308618371076074	0.324444501743706	0.30493554425424	0.301289457997002	2.03647060280211
Gene19	0.485352425209047	0.505566427580604	0.515338618884122	0.490861606308807	0.554084394006469	0.50616154717925	0.491615903715878	0.468316673165025
Gene20	1.13576593427283	1.43807127268489	1.7633880707919	1.70721032517668	1.83109707390265	2.09430800751291	1.77739017178078	1.74296537148803
Gene21	0.492890234231758	0.613861226724561	0.584695577312136	0.612563165266505	0.636445755621854	0.622632292061381	0.591585254005406	0.882828904260637
Gene22	0.338433039612807	0.186035091981809	0.343702495133099	0.342463714087863	0.361135339181732	0.351724383033086	0.356434970762106	1.58883923050432
Gene23	0.665549430496669	1.81764356814484	0.685885854072087	0.685638162813241	1.7221860581189	0.677984857207862	0.964155119063005	0.681147970912289
Gene24	0.264840243501734	0.657029435165633	0.278838581501252	1.56880340625776	0.293248373238731	0.275831953840222	0.264527327046954	3.25480233389522
Gene25	2.51705310463645	2.59510989056488	2.43590853336261	2.50244499688572	2.61771007546849	2.56866759289759	2.5435087168141	2.41431333369097
Gene26	0.176421488773867	0.180142603749927	0.194932118263554	0.138493194262288	0.320878808902746	0.583031857874392	0.178789718527997	0.332529863978912
Gene27	0.957083659117142	0.446647209967971	0.469997554746386	0.462490909721567	0.468545918623705	1.53119886400008	0.485404985553931	0.463238660041731
Gene28	0.605105845945428	0.647631821622126	0.624083782483574	0.689461865350545	0.665748753487034	0.707976409767271	0.648115016589417	0.651139237874225
Gene29	1.36076314684269	1.45933112326803	1.40529560884729	1.44783216379705	1.51751030217983	0.777170703238142	1.46091707358211	1.4742452947177
Gene30	0.338218345305135	0.363209243841873	0.385419621548252	0.359683698582634	0.382039709053278	0.371980570200843	1.60037053439789	0.376763610714334
Gene31	0.837090879122085	0.854171211446121	0.891418605230208	1.41238049848536	0.886900458496386	0.849793579116287	0.457389644190057	0.877774015698966
Gene32	2.2087774163148	0.333947629616358	1.76012405331607	0.325533742047634	0.347486194872311	0.322642182261798	0.331414409884894	0.348342332090273
Gene33	0.6281671727305	0.56378430402777	0.589232253055463	0.599725346758477	2.0931028066513	0.635269282536019	0.594558217013257	0.621331347113016
Gene34	1.37388486270078	1.69304100586296	1.13058804593293	1.44853142561873	1.52225248777654	1.50743760324038	1.40876692890637	1.50931086810307
Gene35	1.60490342813697	0.548455914986394	0.601509167151314	0.535743198915966	3.28362551812915	0.584962735228096	0.556512714505528	0.551181190413181
Gene36	0.747503426401268	0.759403985656137	0.76154956090535	0.699256085178525	0.785003970254241	0.758888934003153	0.708387916371221	0.766893475436001
Gene37	1.96960990679808	0.682760189988439	0.675166441060647	2.44334896291261	0.675601465222619	1.04698538855022	0.580478576868626	0.668781349528829
Gene38	2.09706614425892	1.30056415598616	1.32653466563061	1.29734990789286	1.37432498463561	1.33061055841125	1.27587722595886	1.31784085244784
Gene39	0.634465239630592	0.595182666934014	0.612815571338836	0.649536826550255	0.542522621198423	0.727605806740848	0.650494538522982	0.548919401335199
Gene40	0.387781182221526	0.408595728793217	0.394074975172733	0.389358272462076	0.408333654200356	1.33977388051068	0.380293528978632	0.415241256009733
Gene41	0.931872577524699	0.922922079055333	1.30071863836422	1.15078586013505	1.5358856174092	0.930148387601342	0.939879350268868	1.28397141540446
Gene42	0.472119306627268	0.461748539071431	0.448357975092712	0.80835410023945	0.452614156343693	0.456850124238742	0.457404836894413	0.455933930048514
Gene43	1.0157813216804	0.970070636644249	1.02237214500272	1.02416809186362	3.46477858003949	1.01546471532604	0.969372725482013	0.808634659877677
