Gene symbol	type1	type2	type3	type4	type5	type6	type7	type8
Gene1	1.77842708128524	4.23163015719958	1.73410413054063	1.73956446297658	2.13867782925659	1.65887568587349	1.81777654608309	1.67207764882867
Gene2	0.489859519418102	0.469553898475973	0.531698509102251	0.506536553732775	0.512127443314952	0.492925198119104	0.5085217749742	0.512588076743044
Gene3	0.881247823914897	0.888211036550331	2.71895243659812	0.846763898889084	0.876427632055902	1.77389617938945	0.874281528407228	1.57248592328532
Gene4	0.507492963374007	0.472541147425162	2.35849494102126	0.482473186885293	2.23411034354473	0.501389940100345	0.501637727369953	0.494306664937232
Gene5	0.319579220623992	1.65486654269012	2.39798997400772	1.84551855166653	0.325573368115902	0.785261259199676	0.318972833600447	0.314039313012411
Gene6	3.38323207542964	3.36542371693749	3.41045216866181	3.12255981856916	3.4472592624498	3.35104982930595	3.32474160778757	3.48600387021841
Gene7	1.59514982456158	0.523207148905743	0.520174806222699	0.513268898095882	0.494965671669181	0.501099204623663	0.539876281345542	0.513461596334846
Gene8	0.51004016683635	0.515419857023984	0.270297796926125	0.499951191448839	0.527994482965733	0.522304408269977	2.13715022132279	0.500921309784373
Gene9	0.593355852832103	0.577507341649489	0.766752133261423	0.625529483841257	0.606626123971652	0.598476780404958	1.67827277187348	0.580343916910138
Gene10	1.78807722177536	0.74916698265429	1.77386454737221	0.777025218461625	0.773987758509151	1.29009522868942	2.80915753389045	0.728940162898859
Gene11	0.284964445458321	0.371766376937552	0.378826029862706	0.36542285968762	0.378334317942504	0.363575919409994	0.354222329375007	0.381721300077719
Gene12	0.369825942274616	1.19057681248442	0.382349450045008	0.369330251636213	0.367051210076253	0.35246029461476	0.900141216369641	0.373902258763522
Gene13	3.13049362995415	3.19500873657764	1.8742801364876	3.24305458535437	3.84276809072219	3.21500686297969	3.3237901488876	3.26441395486567
Gene14	3.55688575488956	3.76217950743831	3.64238295782889	3.75536339303481	1.91967271122183	1.92727586142669	3.78099792963647	3.01946834687394
